Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycling_parsed,Cooking_With_parsed
underweight,female,vegetarian,less frequently,electricity,walk/bicycle,None,often,59,rarely,69,medium,3,0,12,3,Sometimes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",783,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,male,vegetarian,twice a day,electricity,walk/bicycle,None,sometimes,243,frequently,24,small,6,0,36,4,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1668,"['Paper', 'Plastic']","['Stove', 'Microwave']"
normal,female,vegan,twice a day,natural gas,public,None,sometimes,202,rarely,733,medium,7,5,25,8,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",1403,"['Paper', 'Metal']","['Oven', 'Microwave']"
obese,female,omnivore,twice a day,natural gas,walk/bicycle,None,sometimes,74,never,86,medium,3,17,20,15,Yes,"['Paper', 'Plastic']",['Oven'],1106,"['Paper', 'Plastic']",['Oven']
underweight,male,vegan,daily,natural gas,private,lpg,sometimes,272,never,2850,small,3,6,41,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1977,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,daily,natural gas,private,electric,never,157,very frequently,9199,large,5,7,27,18,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2375,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,less frequently,coal,public,None,often,50,very frequently,1056,small,4,4,35,22,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2383,"['Glass', 'Metal']","['Oven', 'Microwave']"
obese,male,pescatarian,less frequently,wood,public,None,sometimes,272,frequently,948,medium,5,2,38,13,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2512,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,female,omnivore,more frequently,wood,private,electric,never,278,frequently,3203,medium,6,16,14,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1744,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,None,often,226,very frequently,63,small,4,8,9,8,Sometimes,"['Paper', 'Plastic', 'Metal']",[],2045,"['Paper', 'Plastic', 'Metal']",[]
overweight,female,vegetarian,twice a day,electricity,public,None,often,62,never,1580,large,7,9,47,4,No,['Glass'],"['Grill', 'Airfryer']",1868,['Glass'],"['Grill', 'Airfryer']"
underweight,male,vegan,twice a day,electricity,private,petrol,never,100,rarely,6921,medium,2,12,3,22,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",3250,"['Plastic', 'Glass']","['Stove', 'Microwave']"
underweight,female,pescatarian,daily,electricity,walk/bicycle,None,sometimes,252,very frequently,68,medium,3,11,11,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1749,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']"
normal,female,pescatarian,daily,coal,public,None,sometimes,259,never,159,small,7,13,38,6,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1635,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,twice a day,natural gas,private,petrol,sometimes,189,rarely,4096,small,6,19,5,8,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2921,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
obese,male,vegetarian,daily,electricity,public,None,never,54,never,1295,medium,3,11,10,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],477,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
overweight,male,vegan,daily,wood,public,None,sometimes,155,rarely,709,extra large,6,21,26,15,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2384,"['Plastic', 'Glass']","['Stove', 'Oven']"
obese,male,vegan,more frequently,wood,private,electric,never,100,frequently,6329,large,5,20,19,6,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2259,"['Plastic', 'Glass', 'Metal']",['Microwave']
normal,male,omnivore,twice a day,natural gas,public,None,often,147,never,1806,large,4,22,23,16,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1782,"['Plastic', 'Metal']","['Oven', 'Microwave']"
underweight,male,pescatarian,more frequently,coal,walk/bicycle,None,never,217,never,2,large,6,20,32,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1788,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
obese,female,vegetarian,twice a day,electricity,walk/bicycle,None,often,263,frequently,84,medium,5,11,38,18,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2078,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,pescatarian,more frequently,natural gas,private,hybrid,sometimes,180,rarely,1249,medium,1,15,25,4,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1629,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
overweight,female,omnivore,more frequently,electricity,walk/bicycle,None,sometimes,83,very frequently,32,medium,6,12,22,4,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2191,"['Paper', 'Plastic', 'Metal']",['Oven']
obese,female,pescatarian,daily,natural gas,private,petrol,never,111,rarely,1420,large,3,24,29,12,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],2045,"['Plastic', 'Glass', 'Metal']",['Oven']
obese,male,vegetarian,twice a day,wood,private,diesel,often,174,frequently,2330,large,4,24,8,11,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2927,"['Paper', 'Glass']","['Grill', 'Airfryer']"
overweight,female,pescatarian,daily,natural gas,walk/bicycle,None,often,112,frequently,57,large,6,22,6,20,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2010,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
overweight,female,vegan,twice a day,electricity,walk/bicycle,None,never,277,very frequently,75,small,5,11,47,10,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",2287,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,None,sometimes,77,never,51,extra large,1,9,47,2,No,['Metal'],"['Stove', 'Microwave']",1070,['Metal'],"['Stove', 'Microwave']"
overweight,female,vegan,less frequently,wood,private,diesel,often,61,never,7973,large,1,22,27,8,Sometimes,['Metal'],"['Oven', 'Microwave']",2915,['Metal'],"['Oven', 'Microwave']"
obese,male,vegan,more frequently,coal,private,petrol,often,225,frequently,9303,large,2,3,5,5,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",6232,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,less frequently,electricity,private,lpg,sometimes,203,frequently,2360,small,4,3,47,19,No,['Glass'],"['Stove', 'Microwave']",2605,['Glass'],"['Stove', 'Microwave']"
overweight,female,vegan,more frequently,natural gas,private,diesel,often,268,frequently,5402,medium,5,11,34,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3537,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
obese,female,omnivore,twice a day,electricity,walk/bicycle,None,often,66,very frequently,38,large,3,2,32,18,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2894,['Glass'],"['Stove', 'Oven', 'Microwave']"
underweight,male,vegan,twice a day,wood,private,hybrid,often,206,very frequently,3694,extra large,2,13,40,20,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3252,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,twice a day,coal,walk/bicycle,None,sometimes,259,very frequently,11,large,2,10,38,7,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3729,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,261,very frequently,2184,extra large,4,23,22,3,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",3148,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']"
overweight,male,vegan,more frequently,electricity,walk/bicycle,None,sometimes,152,very frequently,48,large,7,19,40,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3249,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,female,vegan,less frequently,wood,public,None,sometimes,137,frequently,465,medium,7,24,29,12,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1868,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,more frequently,electricity,private,diesel,sometimes,293,frequently,4576,small,4,16,3,3,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2325,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,female,omnivore,daily,electricity,private,hybrid,never,232,frequently,5868,large,7,3,1,12,No,"['Plastic', 'Metal']",['Stove'],2436,"['Plastic', 'Metal']",['Stove']
obese,male,pescatarian,more frequently,electricity,public,None,never,274,never,864,medium,2,21,9,1,Sometimes,"['Glass', 'Metal']",['Oven'],882,"['Glass', 'Metal']",['Oven']
obese,female,vegan,more frequently,wood,public,None,sometimes,65,rarely,382,large,1,2,1,16,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",858,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
underweight,male,omnivore,twice a day,wood,private,hybrid,sometimes,172,never,9375,small,4,19,46,22,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3142,['Paper'],"['Oven', 'Grill', 'Airfryer']"
underweight,male,omnivore,daily,electricity,public,None,never,165,very frequently,364,extra large,7,23,26,21,Yes,"['Plastic', 'Metal']",[],2898,"['Plastic', 'Metal']",[]
obese,male,vegetarian,more frequently,electricity,public,None,sometimes,148,rarely,518,large,4,9,40,5,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1610,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,None,never,90,very frequently,48,large,6,11,26,22,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2425,['Glass'],"['Stove', 'Oven', 'Microwave']"
normal,male,pescatarian,twice a day,electricity,private,lpg,never,296,rarely,9928,extra large,6,13,49,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4934,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
overweight,male,omnivore,daily,wood,walk/bicycle,None,sometimes,214,rarely,13,small,1,7,42,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1773,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
normal,male,vegan,more frequently,wood,private,lpg,sometimes,135,frequently,3570,large,5,8,48,1,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3235,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,twice a day,wood,private,hybrid,sometimes,288,frequently,1748,medium,3,6,23,23,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2451,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,female,vegetarian,less frequently,wood,private,petrol,never,239,rarely,9336,small,5,9,1,11,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3491,"['Plastic', 'Metal']","['Oven', 'Microwave']"
obese,female,omnivore,more frequently,electricity,private,hybrid,often,187,very frequently,2710,extra large,6,15,13,14,Sometimes,['Glass'],[],3767,['Glass'],[]
normal,female,vegetarian,daily,coal,private,diesel,often,228,very frequently,8964,extra large,1,21,7,11,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4333,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,female,omnivore,twice a day,electricity,walk/bicycle,None,sometimes,142,frequently,42,extra large,6,14,33,17,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2095,['Plastic'],"['Stove', 'Grill', 'Airfryer']"
obese,male,omnivore,twice a day,wood,private,hybrid,sometimes,255,rarely,2221,large,7,20,2,10,No,"['Plastic', 'Glass']",['Microwave'],2857,"['Plastic', 'Glass']",['Microwave']
underweight,male,omnivore,daily,electricity,private,lpg,often,292,rarely,9213,large,2,1,29,14,Sometimes,[],"['Stove', 'Microwave']",4277,[],"['Stove', 'Microwave']"
obese,female,vegetarian,daily,coal,walk/bicycle,None,often,182,frequently,31,extra large,4,9,19,21,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",2517,"['Glass', 'Metal']","['Stove', 'Microwave']"
normal,male,vegan,daily,electricity,public,None,never,237,rarely,986,small,2,11,7,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",579,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
overweight,female,vegetarian,more frequently,electricity,private,lpg,never,178,rarely,8806,extra large,7,18,19,10,Yes,['Glass'],"['Stove', 'Oven']",4092,['Glass'],"['Stove', 'Oven']"
underweight,male,pescatarian,daily,coal,walk/bicycle,None,never,75,never,18,large,4,16,39,1,No,['Paper'],"['Stove', 'Oven']",1573,['Paper'],"['Stove', 'Oven']"
overweight,female,omnivore,more frequently,coal,public,None,sometimes,84,very frequently,955,medium,2,13,29,5,No,"['Plastic', 'Glass']",['Stove'],2761,"['Plastic', 'Glass']",['Stove']
overweight,female,omnivore,daily,wood,public,None,often,107,never,1377,medium,1,23,27,3,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1227,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,daily,coal,public,None,sometimes,109,very frequently,1069,small,4,17,26,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2694,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
overweight,female,omnivore,more frequently,electricity,private,lpg,often,81,rarely,337,medium,7,17,30,2,No,['Metal'],['Oven'],1591,['Metal'],['Oven']
overweight,female,omnivore,less frequently,electricity,walk/bicycle,None,sometimes,197,very frequently,67,large,7,6,15,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2608,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
overweight,female,pescatarian,twice a day,electricity,public,None,never,114,very frequently,1855,small,1,14,28,20,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",2195,['Metal'],"['Stove', 'Grill', 'Airfryer']"
obese,female,vegetarian,daily,natural gas,walk/bicycle,None,sometimes,244,frequently,29,medium,4,1,28,11,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2070,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,None,never,119,rarely,57,extra large,4,7,50,15,Yes,"['Plastic', 'Glass']",['Oven'],2022,"['Plastic', 'Glass']",['Oven']
normal,female,omnivore,more frequently,natural gas,public,None,never,297,rarely,1533,extra large,1,18,15,21,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1417,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
obese,male,pescatarian,daily,natural gas,walk/bicycle,None,never,289,very frequently,95,medium,6,15,29,22,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3227,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,male,omnivore,less frequently,natural gas,private,hybrid,often,174,frequently,239,large,4,23,34,3,Yes,['Paper'],"['Oven', 'Microwave']",2435,['Paper'],"['Oven', 'Microwave']"
normal,male,vegetarian,daily,natural gas,walk/bicycle,None,often,172,very frequently,73,extra large,5,17,14,1,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2922,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,more frequently,coal,public,None,often,168,very frequently,639,large,5,1,43,3,Yes,"['Paper', 'Glass', 'Metal']",[],3144,"['Paper', 'Glass', 'Metal']",[]
underweight,male,omnivore,more frequently,wood,public,None,often,206,never,853,large,1,11,0,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1178,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
obese,male,vegan,less frequently,natural gas,walk/bicycle,None,sometimes,193,very frequently,35,medium,1,11,32,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2863,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
overweight,male,vegetarian,daily,wood,walk/bicycle,None,sometimes,231,rarely,20,large,5,11,9,4,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1557,"['Paper', 'Glass']","['Stove', 'Microwave']"
normal,female,vegan,more frequently,electricity,private,petrol,never,55,frequently,7749,small,6,18,15,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3758,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,vegan,more frequently,coal,public,None,often,291,never,1558,small,7,11,13,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1381,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
underweight,female,pescatarian,more frequently,coal,walk/bicycle,None,never,111,very frequently,70,small,4,14,14,14,No,"['Plastic', 'Glass', 'Metal']",['Stove'],1979,"['Plastic', 'Glass', 'Metal']",['Stove']
normal,female,vegetarian,more frequently,electricity,private,hybrid,sometimes,171,very frequently,5847,small,6,8,10,9,No,"['Paper', 'Plastic', 'Glass']",[],2385,"['Paper', 'Plastic', 'Glass']",[]
obese,female,vegan,daily,coal,walk/bicycle,None,never,133,frequently,4,large,4,1,3,17,No,[],"['Stove', 'Oven']",2165,[],"['Stove', 'Oven']"
overweight,male,omnivore,daily,wood,walk/bicycle,None,often,295,rarely,63,large,2,13,3,10,Sometimes,['Plastic'],"['Stove', 'Oven']",1776,['Plastic'],"['Stove', 'Oven']"
obese,male,vegan,twice a day,natural gas,public,None,sometimes,130,frequently,1910,small,4,0,48,6,Sometimes,"['Plastic', 'Metal']",[],2461,"['Plastic', 'Metal']",[]
normal,male,vegan,more frequently,natural gas,walk/bicycle,None,often,108,never,39,small,1,23,13,18,Yes,['Paper'],"['Grill', 'Airfryer']",964,['Paper'],"['Grill', 'Airfryer']"
obese,male,vegan,twice a day,wood,public,None,never,170,frequently,1603,small,3,23,41,23,No,"['Plastic', 'Glass']",[],2665,"['Plastic', 'Glass']",[]
obese,female,omnivore,daily,electricity,private,electric,sometimes,145,very frequently,9277,medium,2,6,36,14,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2352,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
overweight,female,vegan,daily,electricity,public,None,never,259,never,743,large,2,23,21,16,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1050,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
obese,male,vegetarian,less frequently,coal,public,None,sometimes,63,never,830,small,4,14,2,9,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",1339,['Paper'],"['Oven', 'Grill', 'Airfryer']"
overweight,male,omnivore,daily,coal,public,None,never,196,frequently,102,small,4,6,44,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2517,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
obese,male,vegan,more frequently,coal,public,None,often,259,frequently,1339,extra large,7,24,35,15,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3501,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']"
normal,female,vegan,more frequently,electricity,private,hybrid,sometimes,53,frequently,2016,small,2,0,13,6,No,['Metal'],"['Grill', 'Airfryer']",1394,['Metal'],"['Grill', 'Airfryer']"
underweight,female,pescatarian,more frequently,electricity,public,None,never,86,frequently,1350,medium,7,24,31,17,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1882,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
